Item ID,Item Lookup Type ID,Name,Description,UDF01,UDF02,UDF03,UDF04,UDF05,UDF06,UDF07,UDF08,UDF09,UDF10,UDF11,UDF12,UDF13,UDF14,UDF15,UDF16,UDF17,UDF18,UDF19,UDF20
1220,1,FMBC-F6-0600-3XX-A,"TRIAC 6"" 600# RF, Split-Body, Full Bore, Floating Ball, Carbon Steel Body, 316SST+ Hard Chrome Plated Ball, 316SST Seats with Stellite Inlay, 17-4PH SST Stem, Bi-directional, Firesafe",,,,,,,,,,,,,,,,,,,,
4736,1,FMBD-F1-0300-3XX-C,"TRIAC 3"" 150# RF, Split-Body, Full Bore, Floating Ball, CD3MN Duplex Stainless Steel Body/End Cap, CD3MN + Hard Chrome Plated Ball, Duplex 2205 Seats with Stellite Inlay, Duplex 2205 Stem, Bi-directional, Firesafe",,,,,,,,,,,,,,,,,,,,
1221,1,FMB-F1-0050-2XX-B,"TRIAC 1/2"" 150# RF, Split-Body, Full Bore, Floating Ball, 316SST Body, 316SST Ball with Tungsten Carbide Coating, 316SST Seats with Tungsten Carbide Coating, XM-19 Stem, Bi-directional, Firesafe",,,,,,,,,,,,,,,,,,,,
4772,1,FMBF100504XXB,"TRIAC 1/2"" 150# RF, Split-Body, Full Bore, Floating Ball, 316SST Body,  Chrome Carbide Coated 316SST Seats & Ball , XM-19 Stem, Bi-directional, Firesafe",,,,,,,,,,,,,,,,,,,,
1222,1,FMB-F1-0075-2XX-B,"TRIAC 3/4"" 150# RF, Split-Body, Full Bore, Floating Ball, 316SST Body, 316SST Ball with Tungsten Carbide Coating, 316SST Seats with Tungsten Carbide Coating, XM-19 Stem, Bi-directional, Firesafe",,,,,,,,,,,,,,,,,,,,
1223,1,FMB-F1-0100-2XX-B,"TRIAC 1"" 150# RF, Split-Body, Full Bore, Floating Ball, 316SST Body, 316SST Ball with Tungsten Carbide Coating, 316SST Seats with Tungsten Carbide Coating, XM-19 Stem, Bi-directional, Firesafe",,,,,,,,,,,,,,,,,,,,
1224,1,FMB-F1-0100-3XX-B,"TRIAC 1"" 150# RF, Split-Body, Full Bore, Floating Ball, 316SST Body, 316SST+ Hard Chrome Plated Ball, 316SST Seats with Stellite Inlay, XM-19 Stem, Bi-directional, Firesafe",,,,,,,,,,,,,,,,,,,,
1225,1,FMB-F1-0150-2XX-B,"TRIAC 1-1/2"" 150# RF, Split-Body, Full Bore, Floating Ball, 316SST Body, 316SST Ball with Tungsten Carbide Coating, 316SST Seats with Tungsten Carbide Coating, XM-19 Stem, Bi-directional, Firesafe",,,,,,,,,,,,,,,,,,,,
1226,1,FMB-F1-0150-3XX-B,"TRIAC 1-1/2"" 150# RF, Split-Body, Full Bore, Floating Ball, 316SST Body, 316SST+ Hard Chrome Plated Ball, 316SST Seats with Stellite Inlay, XM-19 Stem, Bi-directional, Firesafe",,,,,,,,,,,,,,,,,,,,
1227,1,FMB-F1-0200-2XF-B,"TRIAC 2"" 150# RF, Split-Body, Full Bore, Floating Ball, 316SST Body, 316SST Ball with Tungsten Carbide Coating, 316SST Seats with Tungsten Carbide Coating, XM-19 Stem, Bi-directional, Firesafe with Fugitive Emissions Bonnet",,,,,,,,,,,,,,,,,,,,
1228,1,FMB-F1-0200-2XX-B,"TRIAC 2"" 150# RF, Split-Body, Full Bore, Floating Ball, 316SST Body, 316SST Ball with Tungsten Carbide Coating, 316SST Seats with Tungsten Carbide Coating, XM-19 Stem, Bi-directional, Firesafe",,,,,,,,,,,,,,,,,,,,
3222,1,FMB-F1-0200-3XX-B,*,,,,,,,,,,,,,,,,,,,,
1229,1,FMB-F1-0250-2XX-B,"TRIAC 2-1/2"" 150# RF, Split-Body, Full Bore, Floating Ball, 316SST Body, 316SST Ball with Tungsten Carbide Coating, 316SST Seats with Tungsten Carbide Coating, XM-19 Stem, Bi-directional, Firesafe",,,,,,,,,,,,,,,,,,,,
1230,1,FMB-F1-0250-3XX-B,"TRIAC 2-1/2"" 150# RF, Split-Body, Full Bore, Floating Ball, 316SST Body, 316SST+ Hard Chrome Plated Ball, 316SST Seats with Stellite Inlay, XM-19 Stem, Bi-directional, Firesafe",,,,,,,,,,,,,,,,,,,,
1231,1,FMB-F1-0300-2XX-B,"TRIAC 3"" 150# RF, Split-Body, Full Bore, Floating Ball, 316SST Body, 316SST Ball with Tungsten Carbide Coating, 316SST Seats with Tungsten Carbide Coating, XM-19 Stem, Bi-directional, Firesafe",,,,,,,,,,,,,,,,,,,,
1232,1,FMB-F1-0300-3XX-B,"TRIAC 3"" 150# RF, Split-Body, Full Bore, Floating Ball, 316SST Body, 316SST+ Hard Chrome Plated Ball, 316SST Seats with Stellite Inlay, XM-19 Stem, Bi-directional, Firesafe",,,,,,,,,,,,,,,,,,,,
4689,1,FMB-F1-0300-4XX-6D,"TRIAC 3"" 150# RF, Split-Body, Full Bore, Floating Ball, 316SST Body, Chrome Carbide Coated 316 SST Seats and Ball  , Inconel 718 Stem , Bi-directional, Firesafe With a 60 Deg V-Port Ball",,,,,,,,,,,,,,,,,,,,
4684,1,FMB-F1-0300-4XX-D,"TRIAC 3"" 150# RF, Split-Body, Full Bore, Floating Ball, 316SST Body, Chrome Carbide Coated 316 SST Seats and Ball  , Inconel 718 Stem , Bi-directional, Firesafe",,,,,,,,,,,,,,,,,,,,
1233,1,FMB-F1-0400-2XX-B,"TRIAC 4"" 150# RF, Split-Body, Full Bore, Floating Ball, 316SST Body, 316SST Ball with Tungsten Carbide Coating, 316SST Seats with Tungsten Carbide Coating, XM-19 Stem, Bi-directional, Firesafe",,,,,,,,,,,,,,,,,,,,
1234,1,FMB-F1-0400-3XX-B,"TRIAC 4"" 150# RF, Split-Body, Full Bore, Floating Ball, 316SST Body, 316SST+ Hard Chrome Plated Ball, 316SST Seats with Stellite Inlay, XM-19 Stem, Bi-directional, Firesafe",,,,,,,,,,,,,,,,,,,,
2946,1,FMB-F1-0400-4XX-B,"Triac 4"" 150# RF, Split-Body, Full Bore, Floating Ball, 316SST Body, 316SST+ Chrome Carbide Coated 316SST Seats & Ball + Chrome Carbide, XM-19 Stem, Bi-dirctional, Firesafe.",,,,,,,,,,,,,,,,,,,,
1235,1,FMB-F1-0600-2XX-B,"TRIAC 6"" 150# RF, Split-Body, Full Bore, Floating Ball, 316SST Body, 316SST Ball with Tungsten Carbide Coating, 316SST Seats with Tungsten Carbide Coating, XM-19 Stem, Bi-directional, Firesafe",,,,,,,,,,,,,,,,,,,,
1236,1,FMB-F1-0600-3XX-B,"TRIAC 6"" 150# RF, Split-Body, Full Bore, Floating Ball, 316SST Body, 316SST+ Hard Chrome Plated Ball, 316SST Seats with Stellite Inlay, XM-19 Stem, Bi-directional, Firesafe",,,,,,,,,,,,,,,,,,,,
1237,1,FMB-F1-0800-3XX-B,"TRIAC 8"" 150# RF, Split-Body, Full Bore, Floating Ball, 316SST Body, 316SST+ Hard Chrome Plated Ball, 316SST Seats with Stellite Inlay, XM-19 Stem, Bi-directional, Firesafe",,,,,,,,,,,,,,,,,,,,
1238,1,FMB-F3-0050-2XX-B,"TRIAC 1/2"" 300# RF, Split-Body, Full Bore, Floating Ball, 316SST Body, 316SST Ball with Tungsten Carbide Coating, 316SST Seats with Tungsten Carbide Coating, XM-19 Stem, Bi-directional, Firesafe",,,,,,,,,,,,,,,,,,,,
3221,1,FMB-F3-0050-3XX-B,*,,,,,,,,,,,,,,,,,,,,
1239,1,FMB-F3-0075-2XX-B,"TRIAC 3/4"" 300# RF, Split-Body, Full Bore, Floating Ball, 316SST Body, 316SST Ball with Tungsten Carbide Coating, 316SST Seats with Tungsten Carbide Coating, XM-19 Stem, Bi-directional, Firesafe",,,,,,,,,,,,,,,,,,,,
3223,1,FMB-F3-0075-3XX-B,*,,,,,,,,,,,,,,,,,,,,
1240,1,FMB-F3-0100-2XX-B,"TRIAC 1"" 300# RF, Split-Body, Full Bore, Floating Ball, 316SST Body, 316SST Ball with Tungsten Carbide Coating, 316SST Seats with Tungsten Carbide Coating, XM-19 Stem, Bi-directional, Firesafe",,,,,,,,,,,,,,,,,,,,
1241,1,FMB-F3-0100-3XX-B,"TRIAC 1"" 300# RF, Split-Body, Full Bore, Floating Ball, 316SST Body, 316SST+ Hard Chrome Plated Ball, 316SST Seats with Stellite Inlay, XM-19 Stem, Bi-directional, Firesafe",,,,,,,,,,,,,,,,,,,,
1242,1,FMB-F3-0150-2XX-B,"TRIAC 1-1/2"" 300# RF, Split-Body, Full Bore, Floating Ball, 316SST Body, 316SST Ball with Tungsten Carbide Coating, 316SST Seats with Tungsten Carbide Coating, XM-19 Stem, Bi-directional, Firesafe",,,,,,,,,,,,,,,,,,,,
1243,1,FMB-F3-0150-3XX-B,"TRIAC 1-1/2"" 300# RF, Split-Body, Full Bore, Floating Ball, 316SST Body, 316SST+ Hard Chrome Plated Ball, 316SST Seats with Stellite Inlay, XM-19 Stem, Bi-directional, Firesafe",,,,,,,,,,,,,,,,,,,,
1244,1,FMB-F3-0200-2XF-B,"TRIAC 2"" 300# RF, Split-Body, Full Bore, Floating Ball, 316SST Body, 316SST Ball with Tungsten Carbide Coating, 316SST Seats with Tungsten Carbide Coating, XM-19 Stem, Bi-directional, Firesafe with Fugitive Emissions Bonnet",,,,,,,,,,,,,,,,,,,,
1245,1,FMB-F3-0200-2XX-B,"TRIAC 2"" 300# RF, Split-Body, Full Bore, Floating Ball, 316SST Body, 316SST Ball with Tungsten Carbide Coating, 316SST Seats with Tungsten Carbide Coating, XM-19 Stem, Bi-directional, Firesafe",,,,,,,,,,,,,,,,,,,,
1246,1,FMB-F3-0200-3XX-B,"TRIAC 2"" 300# RF, Split-Body, Full Bore, Floating Ball, 316SST Body, 316SST+ Hard Chrome Plated Ball, 316SST Seats with Stellite Inlay, XM-19 Stem, Bi-directional, Firesafe",,,,,,,,,,,,,,,,,,,,
1247,1,FMB-F3-0250-2XX-B,"TRIAC 2-1/2"" 300# RF, Split-Body, Full Bore, Floating Ball, 316SST Body, 316SST Ball with Tungsten Carbide Coating, 316SST Seats with Tungsten Carbide Coating, XM-19 Stem, Bi-directional, Firesafe",,,,,,,,,,,,,,,,,,,,
1248,1,FMB-F3-0300-2XX-B,"TRIAC 3"" 300# RF, Split-Body, Full Bore, Floating Ball, 316SST Body, 316SST Ball with Tungsten Carbide Coating, 316SST Seats with Tungsten Carbide Coating, XM-19 Stem, Bi-directional, Firesafe",,,,,,,,,,,,,,,,,,,,
1249,1,FMB-F3-0300-3XX-B,"TRIAC 3"" 300# RF, Split-Body, Full Bore, Floating Ball, 316SST Body, 316SST+ Hard Chrome Plated Ball, 316SST Seats with Stellite Inlay, XM-19 Stem, Bi-directional, Firesafe",,,,,,,,,,,,,,,,,,,,
1250,1,FMB-F3-0400-2XX-B,"TRIAC 4"" 300# RF, Split-Body, Full Bore, Floating Ball, 316SST Body, 316SST Ball with Tungsten Carbide Coating, 316SST Seats with Tungsten Carbide Coating, XM-19 Stem, Bi-directional, Firesafe",,,,,,,,,,,,,,,,,,,,
1251,1,FMB-F3-0400-3XX-B,"TRIAC 4"" 300# RF, Split-Body, Full Bore, Floating Ball, 316SST Body, 316SST+ Hard Chrome Plated Ball, 316SST Seats with Stellite Inlay, XM-19 Stem, Bi-directional, Firesafe",,,,,,,,,,,,,,,,,,,,
1252,1,FMB-F3-0600-2XX-B,"TRIAC 6"" 300# RF, Split-Body, Full Bore, Floating Ball, 316SST Body, 316SST Ball with Tungsten Carbide Coating, 316SST Seats with Tungsten Carbide Coating, XM-19 Stem, Bi-directional, Firesafe",,,,,,,,,,,,,,,,,,,,
1253,1,FMB-F3-0600-3XX-B,"TRIAC 6"" 300# RF, Split-Body, Full Bore, Floating Ball, 316SST Body, 316SST+ Hard Chrome Plated Ball, 316SST Seats with Stellite Inlay, XM-19 Stem, Bi-directional, Firesafe",,,,,,,,,,,,,,,,,,,,
1254,1,FMB-F6-0050-2XX-B,"TRIAC 1/2"" 600# RF, Split-Body, Full Bore, Floating Ball, 316SST Body, 316SST Ball with Tungsten Carbide Coating, 316SST Seats with Tungsten Carbide Coating, XM-19 Stem, Bi-directional, Firesafe",,,,,,,,,,,,,,,,,,,,
1255,1,FMB-F6-0075-2XX-B,"TRIAC 3/4"" 600# RF, Split-Body, Full Bore, Floating Ball, 316SST Body, 316SST Ball with Tungsten Carbide Coating, 316SST Seats with Tungsten Carbide Coating, XM-19 Stem, Bi-directional, Firesafe",,,,,,,,,,,,,,,,,,,,
4753,1,FMB-F6-0075-3XX-B,*,,,,,,,,,,,,,,,,,,,,
1256,1,FMB-F6-0100-2XX-B,"TRIAC 1"" 600# RF, Split-Body, Full Bore, Floating Ball, 316SST Body, 316SST Ball with Tungsten Carbide Coating, 316SST Seats with Tungsten Carbide Coating, XM-19 Stem, Bi-directional, Firesafe",,,,,,,,,,,,,,,,,,,,
4752,1,FMB-F6-0100-3XX-B,*,,,,,,,,,,,,,,,,,,,,
1257,1,FMB-F6-0100-4XX-B,"TRIAC 1"" 600# RF, Split-Body, Full Bore, Floating Ball, 316SST Body, 316SST+ Chrome Carbide Ball, 316SST + Chrome Carbide Seats, XM-19 Stem, Bi-directional, Firesafe",,,,,,,,,,,,,,,,,,,,
1258,1,FMB-F6-0150-2XX-B,"TRIAC 1-1/2"" 600# RF, Split-Body, Full Bore, Floating Ball, 316SST Body, 316SST Ball with Tungsten Carbide Coating, 316SST Seats with Tungsten Carbide Coating, XM-19 Stem, Bi-directional, Firesafe",,,,,,,,,,,,,,,,,,,,
4755,1,FMB-F6-0150-3XX-B,*,,,,,,,,,,,,,,,,,,,,
1259,1,FMB-F6-0200-2XX-B,"TRIAC 2"" 600# RF, Split-Body, Full Bore, Floating Ball, 316SST Body, 316SST Ball with Tungsten Carbide Coating, 316SST Seats with Tungsten Carbide Coating, XM-19 Stem, Bi-directional, Firesafe",,,,,,,,,,,,,,,,,,,,
4754,1,FMB-F6-0200-3XX-B,*,,,,,,,,,,,,,,,,,,,,
1260,1,FMB-F6-0300-2XX-B,"TRIAC 3"" 600# RF, Split-Body, Full Bore, Floating Ball, 316SST Body, 316SST Ball with Tungsten Carbide Coating, 316SST Seats with Tungsten Carbide Coating, XM-19 Stem, Bi-directional, Firesafe",,,,,,,,,,,,,,,,,,,,
4756,1,FMB-F6-0300-3XX-B,*,,,,,,,,,,,,,,,,,,,,
1261,1,FMB-F6-0400-2XX-B,"TRIAC 4"" 600# RF, Split-Body, Full Bore, Floating Ball, 316SST Body, 316SST Ball with Tungsten Carbide Coating, 316SST Seats with Tungsten Carbide Coating, XM-19 Stem, Bi-directional, Firesafe",,,,,,,,,,,,,,,,,,,,
1262,1,FMB-F6-0400-3XX-B,"TRIAC 4"" 600# RF, Split-Body, Full Bore, Floating Ball, 316SST Body, 316SST+ Hard Chrome Plated Ball, 316SST Seats with Stellite Inlay, XM-19 Stem, Bi-directional, Firesafe",,,,,,,,,,,,,,,,,,,,
1263,1,FMB-F6-0600-2XX-B,"TRIAC 6"" 600# RF, Split-Body, Full Bore, Floating Ball, 316SST Body, 316SST Ball with Tungsten Carbide Coating, 316SST Seats with Tungsten Carbide Coating, XM-19 Stem, Bi-directional, Firesafe",,,,,,,,,,,,,,,,,,,,
1264,1,FMB-F6-0600-3XX-B,"TRIAC 6"" 600# RF, Split-Body, Full Bore, Floating Ball, 316SST Body, 316SST+ Hard Chrome Plated Ball, 316SST Seats with Stellite Inlay, XM-19 Stem, Bi-directional, Firesafe",,,,,,,,,,,,,,,,,,,,
4520,1,FMS-F1-0050-2XX-B,"TRIAC 1/2"" 150# RF, Split-Body, Full Bore, Floating Ball, Scraper Seat Design, 316SST Body, 316SST Ball with Tungsten Carbide Coating, 316SST Seats with Tungsten Carbide Coating, XM-19 Stem, Bi-directional, Firesafe",,,,,,,,,,,,,,,,,,,,
1265,1,FMS-F1-0200-2XX-B,"TRIAC 2"" 150# RF, Split-Body, Full Bore, Floating Ball, Scraper Seat Design, 316SST Body, 316SST Ball with Tungsten Carbide Coating, 316SST Seats with Tungsten Carbide Coating, XM-19 Stem, Bi-directional, Firesafe",,,,,,,,,,,,,,,,,,,,
1266,1,FMS-F1-0300-2XX-B,"TRIAC 3"" 150# RF, Split-Body, Full Bore, Floating Ball, Scraper Seat Design, 316SST Body, 316SST Ball with Tungsten Carbide Coating, 316SST Seats with Tungsten Carbide Coating, XM-19 Stem, Bi-directional, Firesafe",,,,,,,,,,,,,,,,,,,,
4616,1,FMS-F1-0400-2XX-B,*,,,,,,,,,,,,,,,,,,,,
1267,1,FMS-F1-0600-2XX-B,"TRIAC 6"" 150# RF, Split-Body, Full Bore, Floating Ball, Scraper Seat Design, 316SST Body, 316SST Ball with Tungsten Carbide Coating, 316SST Seats with Tungsten Carbide Coating, XM-19 Stem, Bi-directional, Firesafe",,,,,,,,,,,,,,,,,,,,
4617,1,FMS-F1-0800-2XX-B,*,,,,,,,,,,,,,,,,,,,,
1268,1,FMS-F3-0200-2XX-B,"TRIAC 2"" 300# RF, Split-Body, Full Bore, Floating Ball, Scraper Seat Design, 316SST Body, 316SST Ball with Tungsten Carbide Coating, 316SST Seats with Tungsten Carbide Coating, XM-19 Stem, Bi-directional, Firesafe",,,,,,,,,,,,,,,,,,,,
1269,1,FMS-F3-0300-2XX-B,"TRIAC 3"" 300# RF, Split-Body, Full Bore, Floating Ball, Scraper Seat Design, 316SST Body, 316SST Ball with Tungsten Carbide Coating, 316SST Seats with Tungsten Carbide Coating, XM-19 Stem, Bi-directional, Firesafe",,,,,,,,,,,,,,,,,,,,
2947,1,FMS-F3-0400-2XX-B,"TRIAC 4"" 300# RF, Split-Body, Full Bore, Floating Ball, Scraper Seat Design, 316SST Body, 316SST Ball with Tungsten Carbide Coating, 316SST Seats with Tungsten Carbide Coating, XM-19 Stem, Bi-directional, Firesafe",,,,,,,,,,,,,,,,,,,,
4618,1,FMS-F3-0600-2XX-B,*,,,,,,,,,,,,,,,,,,,,
1270,1,FMS-F3-0800-2XX-B,"TRIAC 8"" 300# RF, Split-Body, Full Bore, Floating Ball, Scraper Seat Design, 316SST Body, 316SST Ball with Tungsten Carbide Coating, 316SST Seats with Tungsten Carbide Coating, XM-19 Stem, Bi-directional, Firesafe",,,,,,,,,,,,,,,,,,,,
1273,1,FMTC5-F1-0800-3XX-A,"8"" Full Port, ANSI Class 150# RFF, Trunnion design, ASTM A216 C5 Body, 13 Cr + HCr Ball, 13 Cr/Stellite Inlay Seat,  17-4PH SST Stem, Firesafe Bidirectional design, Class VI Shutoff",,,,,,,,,,,,,,,,,,,,
1274,1,FMTC5-F1-1200-3XX-A,"12"" Full Port, ANSI Class 150# RFF, Trunnion design, ASTM A216 C5 Body, 13 Cr + HCr Ball, 13 Cr/Stellite Inlay Seat,  17-4PH SST Stem, Firesafe Bidirectional design, Class VI Shutoff",,,,,,,,,,,,,,,,,,,,
1275,1,FMTC9-F1-0800-3XX-A,"8"" Full Port, ANSI Class 150# RFF, Trunnion design, ASTM A217 C12 Body, 13 Cr + HCr Ball, 13 Cr/Stellite Inlay Seat,  17-4PH SST Stem, Firesafe Bidirectional design, Class VI Shutoff",,,,,,,,,,,,,,,,,,,,
1271,1,FMTC-F1-1000-3XX-A,"10"" Full Port, ANSI Class 150# RFF, Trunnion design, WCB body, 316/ HCr ball, 316/ Stellite Inlay Seat,  17-4PH SST Stem, Firesafe Bidirectional design, Class VI Shutoff",,,,,,,,,,,,,,,,,,,,
1272,1,FMTC-F1-1200-3XX-A,"12"" Full Port, ANSI Class 150# RFF, Trunnion design, WCB body, 316/ HCr ball, 316/ Stellite Inlay Seat,  17-4PH SST Stem, Firesafe Bidirectional design, Class VI Shutoff",,,,,,,,,,,,,,,,,,,,
1276,1,FMU-0200-BALL-TCC,"FMU Series 2"" Tungsten Carbide Coated Ball and Seat Set",,,,,,,,,,,,,,,,,,,,
4624,1,FMUC-F1-0050-2XX-B,*,,,,,,,,,,,,,,,,,,,,
1277,1,FMUC-F1-0075-2XX-B,"TRIAC 3/4"" 150# RF, Split-Body, Full Bore, Floating Ball, Carbon Steel Body, 316SST Ball with Tungsten Carbide Coating, 316SST Seats with Tungsten Carbide Coating, XM-19 Stem, Unidirectional, Firesafe",,,,,,,,,,,,,,,,,,,,
4881,1,FMUC-F1-0075-3XX-A,"TRIAC 3/4"" 150# RF, Split-Body, Full Bore, Floating Ball, Carbon Steel Body, 316SST+ Hard Chrome Plated Ball, 316SST Seats with Stellite Inlay, 17-4PH SST Stem, Unidirectional, Firesafe",,,,,,,,,,,,,,,,,,,,
4625,1,FMUC-F1-0100-2XX-B,*,,,,,,,,,,,,,,,,,,,,
1278,1,FMUC-F1-0100-3XX-A,"TRIAC 1"" 150# RF, Split-Body, Full Bore, Floating Ball, Carbon Steel Body, 316SST+ Hard Chrome Plated Ball, 316SST Seats with Stellite Inlay, 17-4PH SST Stem, Unidirectional, Firesafe",,,,,,,,,,,,,,,,,,,,
4578,1,FMUC-F1-0150-2XX-B,"TRIAC 1-1/2"" 150# RF, Split-Body, Full Bore, Floating Ball, Carbon Steel Body, 316SST Ball with Tungsten Carbide Coating, 316SST Seats with Tungsten Carbide Coating, XM-19 Stem, Unidirectional, Firesafe",,,,,,,,,,,,,,,,,,,,
1279,1,FMUC-F1-0200-3XX-A,"TRIAC 2"" 150# RF, Split-Body, Full Bore, Floating Ball, Carbon Steel Body, 316SST+ Hard Chrome Plated Ball, 316SST Seats with Stellite Inlay, 17-4PH SST Stem, Unidirectional, Firesafe",,,,,,,,,,,,,,,,,,,,
1280,1,FMUC-F1-0250-2XX-B,"TRIAC 2-1/2"" 150# RF, Split-Body, Full Bore, Floating Ball, Carbon Steel Body, 316SST Ball with Tungsten Carbide Coating, 316SST Seats with Tungsten Carbide Coating, XM-19 Stem, Unidirectional, Firesafe",,,,,,,,,,,,,,,,,,,,
1281,1,FMUC-F1-0300-3XX-A,"TRIAC 3"" 150# RF, Split-Body, Full Bore, Floating Ball, Carbon Steel Body, 316SST+ Hard Chrome Plated Ball, 316SST Seats with Stellite Inlay, 17-4PH SST Stem, Unidirectional, Firesafe",,,,,,,,,,,,,,,,,,,,
4626,1,FMUC-F1-0400-2XX-B,*,,,,,,,,,,,,,,,,,,,,
1282,1,FMUC-F1-0400-3XX-A,"TRIAC 4"" 150# RF, Split-Body, Full Bore, Floating Ball, Carbon Steel Body, 316SST+ Hard Chrome Plated Ball, 316SST Seats with Stellite Inlay, 17-4PH SST Stem, Unidirectional, Firesafe",,,,,,,,,,,,,,,,,,,,
1283,1,FMUC-F1-0600-2XX-A,"TRIAC 6"" 150# RF, Split-Body, Full Bore, Floating Ball, Carbon Steel Body, 316SST Ball with Tungsten Carbide Coating, 316SST Seats with Tungsten Carbide Coating, 17-4PH SST Stem, Unidirectional, Firesafe",,,,,,,,,,,,,,,,,,,,
1284,1,FMUC-F1-0600-3XX-A,"TRIAC 6"" 150# RF, Split-Body, Full Bore, Floating Ball, Carbon Steel Body, 316SST+ Hard Chrome Plated Ball, 316SST Seats with Stellite Inlay, 17-4PH SST Stem, Unidirectional, Firesafe",,,,,,,,,,,,,,,,,,,,
1285,1,FMUC-F1-0800-3XX-A,"TRIAC 8"" 150# RF, Split-Body, Full Bore, Floating Ball, Carbon Steel Body, 316SST+ Hard Chrome Plated Ball, 316SST Seats with Stellite Inlay, 17-4PH SST Stem, Unidirectional, Firesafe",,,,,,,,,,,,,,,,,,,,
1286,1,FMUC-F3-0050-2XX-B,"TRIAC 1/2"" 300# RF, Split-Body, Full Bore, Floating Ball, Carbon Steel Body, 316SST Ball with Tungsten Carbide Coating, 316SST Seats with Tungsten Carbide Coating, XM-19 Stem, Unidirectional, Firesafe",,,,,,,,,,,,,,,,,,,,
4546,1,FMUC-F3-0050-3XX-A,*,,,,,,,,,,,,,,,,,,,,
1287,1,FMUC-F3-0075-2XX-B,"TRIAC 3/4"" 300# RF, Split-Body, Full Bore, Floating Ball, Carbon Steel Body, 316SST Ball with Tungsten Carbide Coating, 316SST Seats with Tungsten Carbide Coating, XM-19 Stem, Unidirectional, Firesafe",,,,,,,,,,,,,,,,,,,,
1288,1,FMUC-F3-0075-3XX-A,"TRIAC 3/4"" 300# RF, Split-Body, Full Bore, Floating Ball, Carbon Steel Body, 316SST+ Hard Chrome Plated Ball, 316SST Seats with Stellite Inlay, 17-4PH SST Stem, Unidirectional, Firesafe",,,,,,,,,,,,,,,,,,,,
1289,1,FMUC-F3-0100-2XX-B,"TRIAC 1"" 300# RF, Split-Body, Full Bore, Floating Ball, Carbon Steel Body, 316SST Ball with Tungsten Carbide Coating, 316SST Seats with Tungsten Carbide Coating, XM-19 Stem, Unidirectional, Firesafe",,,,,,,,,,,,,,,,,,,,
1290,1,FMUC-F3-0100-3XX-A,"TRIAC 1"" 300# RF, Split-Body, Full Bore, Floating Ball, Carbon Steel Body, 316SST+ Hard Chrome Plated Ball, 316SST Seats with Stellite Inlay, 17-4PH SST Stem, Unidirectional, Firesafe",,,,,,,,,,,,,,,,,,,,
1291,1,FMUC-F3-0150-3XX-A,"TRIAC 1-1/2"" 300# RF, Split-Body, Full Bore, Floating Ball, Carbon Steel Body, 316SST+ Hard Chrome Plated Ball, 316SST Seats with Stellite Inlay, 17-4PH SST Stem, Unidirectional, Firesafe",,,,,,,,,,,,,,,,,,,,
1292,1,FMUC-F3-0200-2XX-B,"TRIAC 2"" 300# RF, Split-Body, Full Bore, Floating Ball, Carbon Steel Body, 316SST Ball with Tungsten Carbide Coating, 316SST Seats with Tungsten Carbide Coating, XM-19 Stem, Unidirectional, Firesafe",,,,,,,,,,,,,,,,,,,,
1293,1,FMUC-F3-0200-3XX-A,"TRIAC 2"" 300# RF, Split-Body, Full Bore, Floating Ball, Carbon Steel Body, 316SST+ Hard Chrome Plated Ball, 316SST Seats with Stellite Inlay, 17-4PH SST Stem, Unidirectional, Firesafe",,,,,,,,,,,,,,,,,,,,
1294,1,FMUC-F3-0250-2XX-B,"TRIAC 2-1/2"" 300# RF, Split-Body, Full Bore, Floating Ball, Carbon Steel Body, 316SST Ball with Tungsten Carbide Coating, 316SST Seats with Tungsten Carbide Coating, XM-19 Stem, Unidirectional, Firesafe",,,,,,,,,,,,,,,,,,,,
1295,1,FMUC-F3-0250-3XX-A,"TRIAC 2-1/2"" 300# RF, Split-Body, Full Bore, Floating Ball, Carbon Steel Body, 316SST+ Hard Chrome Plated Ball, 316SST Seats with Stellite Inlay, 17-4PH SST Stem, Unidirectional, Firesafe",,,,,,,,,,,,,,,,,,,,
1296,1,FMUC-F3-0300-3XX-A,"TRIAC 3"" 300# RF, Split-Body, Full Bore, Floating Ball, Carbon Steel Body, 316SST+ Hard Chrome Plated Ball, 316SST Seats with Stellite Inlay, 17-4PH SST Stem, Unidirectional, Firesafe",,,,,,,,,,,,,,,,,,,,
1297,1,FMUC-F3-0400-2XX-B,"TRIAC 4"" 300# RF, Split-Body, Full Bore, Floating Ball, Carbon Steel Body, 316SST Ball with Tungsten Carbide Coating, 316SST Seats with Tungsten Carbide Coating, XM-19 Stem, Unidirectional, Firesafe",,,,,,,,,,,,,,,,,,,,
1298,1,FMUC-F3-0400-3XX-A,"TRIAC 4"" 300# RF, Split-Body, Full Bore, Floating Ball, Carbon Steel Body, 316SST+ Hard Chrome Plated Ball, 316SST Seats with Stellite Inlay, 17-4PH SST Stem, Unidirectional, Firesafe",,,,,,,,,,,,,,,,,,,,
1299,1,FMUC-F3-0600-2XX-B,"TRIAC 6"" 300# RF, Split-Body, Full Bore, Floating Ball, Carbon Steel Body, 316SST Ball with Tungsten Carbide Coating, 316SST Seats with Tungsten Carbide Coating, XM-19 Stem, Unidirectional, Firesafe",,,,,,,,,,,,,,,,,,,,
