Item ID,Item Lookup Type ID,Name,Description,UDF01,UDF02,UDF03,UDF04,UDF05,UDF06,UDF07,UDF08,UDF09,UDF10,UDF11,UDF12,UDF13,UDF14,UDF15,UDF16,UDF17,UDF18,UDF19,UDF20
2033,1,88-TH-0200-TXX,"2"" 88-Series 3-Piece High Performance, 316SST BV 1000 / 2000psi (WOG) by Size, Threaded Ends, Full Port, F05 / F07 B.C., W/ TFM-1600 Seats.",,,,,,,,,,,,,,,,,,,,
2034,1,88-TH-0200-XXX,"2"" 88-Series 3-Piece High Performance, 316SST BV 1000 / 2000psi (WOG) by Size, Threaded Ends, Full Port, F05 / F07 B.C., W/ RTFE Seats.",,,,,,,,,,,,,,,,,,,,
2035,1,88-TH-0250-END,"Threaded End Cap 2-1/2"" 88 Stainless",,,,,,,,,,,,,,,,,,,,
2036,1,88-TH-0250-SXX,"2-1/2"" 88-Series 3-Piece High Performance, 316SST BV 1000 / 2000psi (WOG) by Size, Threaded Ends, Full Port, F07 / F10 B.C., W/ STFE Seats.",,,,,,,,,,,,,,,,,,,,
2037,1,88-TH-0250-XXX,"2-1/2"" 88-Series 3-Piece High Performance, 316SST BV 1000 / 2000psi (WOG) by Size, Threaded Ends, Full Port, F07 / F10 B.C., W/ RTFE Seats.",,,,,,,,,,,,,,,,,,,,
4739,1,88-TH-0300-END,"Threaded End Cap 3"" 88 Stainless",,,,,,,,,,,,,,,,,,,,
2038,1,88-TH-0300-SXX,"3"" 88-Series 3-Piece High Performance, 316SST BV 1000 / 2000psi (WOG) by Size, Threaded Ends, Full Port, F07 / F10 B.C., W/ STFE Seats.",,,,,,,,,,,,,,,,,,,,
2039,1,88-TH-0300-XXX,"3"" 88-Series 3-Piece High Performance, 316SST BV 1000 / 2000psi (WOG) by Size, Threaded Ends, Full Port, F07 / F10 B.C., W/ RTFE Seats.",,,,,,,,,,,,,,,,,,,,
2040,1,88-TH-0400-SXX,"4"" 88-Series 3-Piece High Performance, 316SST BV 1000 / 2000psi (WOG) by Size, Threaded Ends, Full Port, F07 / F10 B.C., W/ STFE Seats.",,,,,,,,,,,,,,,,,,,,
2041,1,88-TH-0400-XXX,"4"" 88-Series 3-Piece High Performance, 316SST BV 1000 / 2000psi (WOG) by Size, Threaded Ends, Full Port, F07 / F10 B.C., W/ RTFE Seats.",,,,,,,,,,,,,,,,,,,,
2042,1,88-TS-0050-ZXX,"1/2"" 88-Series 3-Piece High Performance, 316SST BV 1000 / 2000psi (WOG) by Size, Threaded End x Socket Weld End, Full Port, F04 / F05 B.C., W/ PEEK Seats.",,,,,,,,,,,,,,,,,,,,
2043,1,88-TS-0100-ZXX,"1"" 88-Series 3-Piece High Performance, 316SST BV 1000 / 2000psi (WOG) by Size, One End Threaded, One End Socket Weld, Full Port, F05 / F07 B.C., W/ PEEK Seats",,,,,,,,,,,,,,,,,,,,
2620,1,88-TS-0150-XXX,"1-1/2"" 3-Piece, 316SST BV, One End Threaded, One End Socket Weld, Full Port",,,,,,,,,,,,,,,,,,,,
2044,1,88-TS-0200-XXX,"2"" 3-Piece, 316SST BV, One End Threaded, One End Socket Weld, Full Port",,,,,,,,,,,,,,,,,,,,
2934,1,88-TSM-1,"TSM Unit for 1/4"" - 1/2""  Series 88,  1/2'',3/4'' 77 Series  1.417/1.654 (F03/F04) B.C. W/ 0.354 SQUARE TOP & BOTTOM",,,,,,,,,,,,,,,,,,,,
3008,1,88-TSM-2,"TSM Unit for 3/4""  Series 88 1.654/1.969 (F04/F05) W/ 0.433 A SQUARE ON TOP AND 0.354 SQUARE ON BOTTOM",,,,,,,,,,,,,,,,,,,,
3009,1,88-TSM-3,"TSM Unit for 1"" and 1-1/4""  Series 88 1.654/1.969 (F04/F05) W/ 0.433 SQUARE ON TOP & BOTTOM",,,,,,,,,,,,,,,,,,,,
3010,1,88-TSM-4,"TSM Unit for 1-1/2"" and 2""  Series 88 1.969/2.756 (F05/F07) W/ 0.551 SQUARE ON TOP & BOTTOM",,,,,,,,,,,,,,,,,,,,
3011,1,88-TSM-5,"TSM Unit for 2-1/2"" Series 88 2.756/4.016 (F07/F10) W/ 0.748 SQUARE ON TOP & BOTTOM",,,,,,,,,,,,,,,,,,,,
3251,1,88-TSM-6,*,,,,,,,,,,,,,,,,,,,,
2045,1,88T-SW-0050-END,"Socket Weld End Cap 1/2"" 88 Hastelloy C276",,,,,,,,,,,,,,,,,,,,
4585,1,88T-SW-0050-TXX,"1/2"" 88-Series 3-Piece High Performance, Hastelloy C276 Body and Trim 1000 / 2000psi (WOG) by Size, Socket Weld Ends, Full Port, F04 / F05 B.C., with TFM-1600 Stem Seal and Seats.",,,,,,,,,,,,,,,,,,,,
2046,1,88T-SW-0075-END,"Socket Weld End Cap 3/4"" 88 Hastelloy C276",,,,,,,,,,,,,,,,,,,,
2047,1,88T-SW-0100-END,"Socket Weld End Cap 1"" 88 Hastelloy C276",,,,,,,,,,,,,,,,,,,,
2048,1,88T-SW-0150-END,"Socket Weld End Cap 1-1/2"" 88 Hastelloy C276",,,,,,,,,,,,,,,,,,,,
2049,1,88T-SW-0200-END,"Socket Weld End Cap 2"" 88 Hastelloy C276",,,,,,,,,,,,,,,,,,,,
2050,1,88T-TH-0050-TXX,"1/2"" 88-Series 3-Piece High Performance Ball Valve, Hastelloy C276 Body and Trim 1000 / 2000psi (WOG) by Size, Threaded Ends, Full Port, F04 / F05 B.C., with TFM-1600 Stem Seal and Seats.",,,,,,,,,,,,,,,,,,,,
2051,1,88T-TH-0075-TXX,"3/4"" 88-Series 3-Piece High Performance Ball Valve, Hastelloy C276 Body and Trim, 1000/2000psi (WOG) by Size, Threaded Ends, Full Port, F05 / F07 B.C., with TFM-1600 Stem Seal and Seats.",,,,,,,,,,,,,,,,,,,,
2052,1,88T-TH-0100-TXX,"1"" 88-Series 3-Piece High Performance Ball Valve, Hastelloy C276 Body and Trim, 1000/2000psi (WOG) by Size, Threaded Ends, Full Port, F05 / F07 B.C., with TFM-1600 Stem Seal and Seats.",,,,,,,,,,,,,,,,,,,,
2053,1,88T-TH-0150-TXX,"1-1/2"" 88-Series 3-Piece High Performance Ball Valve, Hastelloy C276 Body and Trim, 1000/2000psi (WOG) by Size, Threaded Ends, Full Port, F05 / F07 B.C., with TFM-1600 Stem Seal and Seats.",,,,,,,,,,,,,,,,,,,,
2054,1,88T-TH-0200-TXX,"2"" 88-Series 3-Piece High Performance Ball Valve, Hastelloy C276 Body and Trim, 1000/2000psi (WOG) by Size, Threaded Ends, Full Port, F05 / F07 B.C., with TFM-1600 Stem Seal and Seats.",,,,,,,,,,,,,,,,,,,,
2696,1,88-V.03-0050-BA,"316SST Stainless Steel 0.03125 Slotted-Ball for 1/2"" 88 Series Ball Valve (Dwg # FB00490)",,,,,,,,,,,,,,,,,,,,
2590,1,88-V.188-0050-BALL,"316SST Stainless Steel 0.1875 (3/16"") Slotted-Ball for 1/2"" 88 Series Ball Valve (Dwg # FB00914)",,,,,,,,,,,,,,,,,,,,
3012,1,88-V15-0050-BAL,"316SST Stainless Steel 15 Deg V-Ball for 1/2"" 88 Series Ball ValveFB00705",,,,,,,,,,,,,,,,,,,,
3013,1,88-V30-0075-BAL,"316SST Stainless Steel 30 Deg V-Ball for 3/4"" 88 Series Ball Valve",,,,,,,,,,,,,,,,,,,,
3014,1,88-V30-0100-BAL,"316SST Stainless Steel 30 Deg V-Ball for 1"" 88 Series Ball Valve",,,,,,,,,,,,,,,,,,,,
3015,1,88-V30-0125-BAL,"316SST Stainless Steel 30 Deg V-Ball for 1-1/4"" 88 Series Ball Valve",,,,,,,,,,,,,,,,,,,,
3016,1,88-V30-0150-BAL,"316SST Stainless Steel 30 Deg V-Ball for 1-1/2"" 88 Series Ball Valve",,,,,,,,,,,,,,,,,,,,
3017,1,88-V30-0200-BAL,"316SST Stainless Steel 30 Deg V-Ball for 2"" 88 Series Ball Valve",,,,,,,,,,,,,,,,,,,,
3018,1,88-V60-0050-BAL,"316SST Stainless Steel 60 Deg V-Ball for 1/2"" 88 Series Ball Valve",,,,,,,,,,,,,,,,,,,,
3019,1,88-V60-0100-BAL,"316SST Stainless Steel 60 Deg V-Ball for 1"" 88 Series Ball ValveFB00724",,,,,,,,,,,,,,,,,,,,
3020,1,88-V60-0150-BAL,"316SST Stainless Steel 60 Deg V-Ball for 1-1/2"" 88 Series Ball Valve",,,,,,,,,,,,,,,,,,,,
3021,1,88-V90-0050-BAL,"316SST Stainless Steel 90 Deg V-Ball for 1/2"" 88 Series Ball Valve",,,,,,,,,,,,,,,,,,,,
3022,1,88-V90-0150-BAL,"316SST Stainless Steel 90 Deg V-Ball for 1-1/2"" 88 Series Ball Valve",,,,,,,,,,,,,,,,,,,,
3023,1,88-V90-0200-BAL,"316SST Stainless Steel 90 Deg V-Ball for 2"" 88 Series Ball Valve",,,,,,,,,,,,,,,,,,,,
2055,1,88-VBLANK-0050,"1/2"" Series 88 Ball, Full Port on one side, solid on other side per drawing date Dec. 12, 2007.",,,,,,,,,,,,,,,,,,,,
2056,1,88-VBLANK-0075,"3/4"" Series 88 Ball, Full Port on one side, solid on other side per drawing date Dec. 12, 2007.",,,,,,,,,,,,,,,,,,,,
2057,1,88-VBLANK-0200,"2"" Series 88 Ball, Full Port on one side, solid on other side per drawing date Dec. 12, 2007.",,,,,,,,,,,,,,,,,,,,
4637,1,8R Series,8R Series (83R),,,,,,,,,,,,,,,,,,,,
2058,1,8RC-SW-0025-XXX,"1/4"" 8R-Series 3-Piece, Carbon Steel BV, SST Trim, 2000 psi WOG Socket Weld Ends, F03 B.C., W/ RTFE Seats.",,,,,,,,,,,,,,,,,,,,
2059,1,8RC-SW-0050-XXX,"1/2"" 8R-Series 3-Piece Regular Port, Carbon Steel BV, SST Trim, 2000 psi WOG, Socket Weld Ends, F03 B.C., W/ RTFE Seats.",,,,,,,,,,,,,,,,,,,,
2060,1,8RC-SW-0075-XXX,"3/4"" 8R-Series 3-Piece Regular Port, Carbon Steel BV, SST Trim, 2000 psi WOG, Socket Weld Ends, F03 B.C., W/ RTFE Seats.",,,,,,,,,,,,,,,,,,,,
4709,1,8RC-SW-0100-END,"1"" 8RC Series, Regular Port, WCB Carbon Steel, Socket Weld End Cap",,,,,,,,,,,,,,,,,,,,
2061,1,8RC-SW-0100-XXX,"1"" 8R-Series 3-Piece Regular Port, Carbon Steel BV, SST Trim, 2000 psi WOG Socket Weld Ends, F03 B.C., W/ RTFE Seats.",,,,,,,,,,,,,,,,,,,,
2062,1,8RC-SW-0150-XXX,"1-1/2"" 8R-Series 3-Piece Regular Port, Carbon Steel BV, SST Trim, 1500 psi WOG Socket Weld Ends, F04 B.C., W/ RTFE Seats.",,,,,,,,,,,,,,,,,,,,
4726,1,8RC-SW-0200-END,"2"" 8RC Series, Regular Port, WCB Carbon Steel, Socket Welded End Cap",,,,,,,,,,,,,,,,,,,,
2063,1,8RC-SW-0200-SXX,"2"" 8R-Series 3-Piece Regular Port, Carbon Steel BV, SST Trim, 1500 psi WOG, Socket Weld Ends, F05 B.C., W/ 50% STFE Seats.",,,,,,,,,,,,,,,,,,,,
2064,1,8RC-SW-0200-XXX,"2"" 8R-Series 3-Piece Regular Port, Carbon Steel BV, SST Trim, 1500 psi WOG, Socket Weld Ends, F05 B.C., W/ 50% RTFE Seats.",,,,,,,,,,,,,,,,,,,,
3243,1,8RC-SW-0250-XXX,*,,,,,,,,,,,,,,,,,,,,
2065,1,8RC-TH-0050-END,"1/2"" 8RC Series, Regular Port, WCB Carbon Steel, Threaded End Cap",,,,,,,,,,,,,,,,,,,,
2066,1,8RC-TH-0050-XXX,"1/2"" 8R-Series 3-Piece Regular Port, Carbon Steel BV, SST Trim, 2000 psi WOG Threaded Ends, F03 B.C., W/ RTFE Seats.",,,,,,,,,,,,,,,,,,,,
2067,1,8RC-TH-0075-XXX,"3/4"" 8R-Series 3-Piece Regular Port, Carbon Steel BV, SST Trim, 2000 psi WOG Threaded Ends, F03 B.C., W/ RTFE Seats.",,,,,,,,,,,,,,,,,,,,
2911,1,8RC-TH-0100-XXX,"1"" 8R-Series 3-Piece Regular Port, Carbon Steel BV, SST Trim, 2000 psi WOG Threaded Ends, F03 B.C., W/ RTFE Seats.",,,,,,,,,,,,,,,,,,,,
3031,1,8RC-TH-0125-XXX,"1-1/4"" 8R-Series 3-Piece Regular Port, Carbon Steel BV, SST Trim, 2000 psi WOG Threaded Ends, F04 B.C., W/ RTFE Seats.",,,,,,,,,,,,,,,,,,,,
2068,1,8RC-TH-0150-SXX,"1-1/2"" 8R-Series 3-Piece Regular Port, Carbon Steel BV, SST Trim, 1500 psi WOG Threaded Ends, F04 B.C., W/ 50% STFE Seats.",,,,,,,,,,,,,,,,,,,,
2069,1,8RC-TH-0150-XXX,"1-1/2"" 8R-Series 3-Piece Regular Port, Carbon Steel BV, SST Trim, 1500 psi WOG Threaded Ends, F04 B.C., W/ RTFE Seats.",,,,,,,,,,,,,,,,,,,,
2070,1,8RC-TH-0200-XXX,"2"" 8R-Series 3-Piece Regular Port, Carbon Steel BV, SST Trim, 1500 psi WOG Threaded Ends, F05 B.C., W/ RTFE Seats.",,,,,,,,,,,,,,,,,,,,
3032,1,8RC-TH-0250-XXX,"2-1/2"" 8R-Series 3-Piece Regular Port, Carbon Steel BV, SST Trim, 1500 psi WOG Threaded Ends, F05 B.C., W/ RTFE Seats.",,,,,,,,,,,,,,,,,,,,
4381,1,8R-SW-0050-END,*,,,,,,,,,,,,,,,,,,,,
2071,1,8R-SW-0050-XXX,"1/2"" 8R-Series 3-Piece Regular Port, 316SST BV 2000 psi WOG Socket Weld Ends, F03 B.C., W/ RTFE Seats.",,,,,,,,,,,,,,,,,,,,
3028,1,8R-SW-0075-XXX,"3/4"" 8R-Series 3-Piece Regular Port, 316SST BV 2000 psi WOG Socket Weld Ends, F03 B.C., W/ RTFE Seats.",,,,,,,,,,,,,,,,,,,,
3029,1,8R-SW-0100-END,"1"" 8R Series, Regular Port, CF8M Stainless Steel, Socket Weld End",,,,,,,,,,,,,,,,,,,,
2072,1,8R-SW-0100-XXX,"1"" 8R-Series 3-Piece Regular Port, 316SST BV 2000 psi WOG Socket Weld Ends, F03 B.C., W/ RTFE Seats.",,,,,,,,,,,,,,,,,,,,
3030,1,8R-SW-0125-END,"Socket Weld End Cap 1-1/4"" 8R Stainless",,,,,,,,,,,,,,,,,,,,
3219,1,8R-SW-0150-END,*,,,,,,,,,,,,,,,,,,,,
2073,1,8R-SW-0150-XXX,"1-1/2"" 8R-Series 3-Piece Regular Port, 316SST BV 1500 psi WOG Socket Weld Ends, F04 B.C., W/ RTFE Seats.",,,,,,,,,,,,,,,,,,,,
2074,1,8R-SW-0200-END,"2"" 8R Series, Regular Port, CF3M Stainless Steel, Socket Weld End Cap",,,,,,,,,,,,,,,,,,,,
2075,1,8R-SW-0200-XXX,"2"" 8R-Series 3-Piece Regular Port, 316SST BV 1500 psi WOG Socket Weld Ends, F05 B.C., W/ RTFE Seats.",,,,,,,,,,,,,,,,,,,,
2076,1,8R-TH-0025-XXX,"1/4"" 8R-Series 3-Piece, 316SST BV 2000 psi WOG Threaded Ends, F03 B.C., W/ RTFE Seats.",,,,,,,,,,,,,,,,,,,,
2077,1,8R-TH-0050-SXX,"1/2"" 8R-Series 3-Piece Regular Port, 316SST BV 2000 psi WOG Threaded Ends, F03 B.C., W/ STFE Seats.",,,,,,,,,,,,,,,,,,,,
2078,1,8R-TH-0050-XXX,"1/2"" 8R-Series 3-Piece Regular Port, 316SST BV 2000 psi WOG Threaded Ends, F03 B.C., W/ RTFE Seats.",,,,,,,,,,,,,,,,,,,,
2079,1,8R-TH-0075-XXX,"3/4"" 8R-Series 3-Piece Regular Port, 316SST BV 2000 psi WOG Threaded Ends, F03 B.C., W/ RTFE Seats.",,,,,,,,,,,,,,,,,,,,
2080,1,8R-TH-0100-SXX,"1"" 8R-Series 3-Piece Regular Port, 316SST BV 2000 psi WOG Threaded Ends, F03 B.C., W/ STFE Seats.",,,,,,,,,,,,,,,,,,,,
2081,1,8R-TH-0100-XXX,"1"" 8R-Series 3-Piece Regular Port, 316SST BV 2000 psi WOG Threaded Ends, F03 B.C., W/ RTFE Seats.",,,,,,,,,,,,,,,,,,,,
2908,1,8R-TH-0125-XXX,"1-1/4"" 8R-Series 3-Piece Regular Port, 316SST BV 2000 psi WOG Threaded Ends, F04 B.C., W/ RTFE Seats.",,,,,,,,,,,,,,,,,,,,
2082,1,8R-TH-0150-SXX,"1-1/2"" 8R-Series 3-Piece Regular Port, 316SST BV 1500 psi WOG Threaded Ends, F05 B.C., W/ STFE Seats.",,,,,,,,,,,,,,,,,,,,
2083,1,8R-TH-0150-XXX,"1-1/2"" 8R-Series 3-Piece Regular Port, 316SST BV 1500 psi WOG Threaded Ends, F04 B.C., W/ RTFE Seats.",,,,,,,,,,,,,,,,,,,,
2084,1,8R-TH-0200-SXX,"2"" 8R-Series 3-Piece Regular Port, 316SST BV 1500 psi WOG Threaded Ends, F05 B.C., W/ STFE Seats.",,,,,,,,,,,,,,,,,,,,
2909,1,8R-TH-0200-XXX,"2"" 8R-Series 3-Piece Regular Port, 316SST BV 1500 psi WOG Threaded Ends, F05 B.C., W/ RTFE Seats.",,,,,,,,,,,,,,,,,,,,
2910,1,8R-TH-0250-XXX,"2-1/2"" 8R-Series 3-Piece Regular Port, 316SST BV 1500 psi WOG Threaded Ends, F05 B.C., W/ RTFE Seats.",,,,,,,,,,,,,,,,,,,,
3300,1,8R-TSM-1,"TSM Unit for 1/4"" - 1/2""  Series 8R, and 1/4"" 3/8"" Series 83 valves with handle.",,,,,,,,,,,,,,,,,,,,
4559,1,8R-TSM-2,"TSM Unit for 3/4"" - 1"" Series 8R and 1/2"" - 3/4"" Series 83 valves with handle",,,,,,,,,,,,,,,,,,,,
3212,1,8R-TSM-3,"TSM Unit for 1-1/4"" - 1-1/2"" Series 8R and  1"" - 1-1/4"" Series 83 valve with handle.",,,,,,,,,,,,,,,,,,,,
3033,1,90-0200-STEM174,"17-4 Stainless Steel Stem only for 2"" Series 90 Ball Valve",,,,,,,,,,,,,,,,,,,,
3034,1,90-0300-STEM174,"17-4 Stainless Steel Stem only for 3"" Series 90 Ball Valve",,,,,,,,,,,,,,,,,,,,
3035,1,90-0400-STEM174,"17-4 Stainless Steel Stem only for 4"" Series 90 Ball Valve",,,,,,,,,,,,,,,,,,,,
4682,1,90A-F1-0050-XXX,*,,,,,,,,,,,,,,,,,,,,
4683,1,90A-F1-0075-XXX,*,,,,,,,,,,,,,,,,,,,,
2085,1,90A-F1-0100-XXX,"1"" 90-Series, 2-Piece, Alloy 20 Body & Trim,  ANSI 150# Flanged, Full Port, F05 B.C., W/ RTFE Seats. RED Handle Sleeve",,,,,,,,,,,,,,,,,,,,
2086,1,90A-F1-0150-XXX,"1-1/2"" 90-Series, 2-Piece, Alloy 20 Body & Trim,  ANSI 150# Flanged, Full Port, F07 B.C., W/ RTFE Seats. RED Handle Sleeve",,,,,,,,,,,,,,,,,,,,
2087,1,90A-F1-0200-XXX,"2"" 90-Series, 2-Piece, Alloy 20 Body & Trim,  ANSI 150# Flanged, Full Port, F07 B.C., W/ RTFE Seats. RED Handle Sleeve",,,,,,,,,,,,,,,,,,,,
4515,1,90A-F1-0300-XXX,"3"" 90-Series, 2-Piece, Alloy 20 Body & Trim,  ANSI 150# Flanged, Full Port, F10 B.C., W/ RTFE Seats. RED Handle Sleeve",,,,,,,,,,,,,,,,,,,,
4681,1,90A-F1-0400-XXX,*,,,,,,,,,,,,,,,,,,,,
2088,1,90C-F1-0050-XXX,"1/2"" 90-Series 2-Piece, Carbon Steel BV ANSI 150# Flanged, Full Port, F04 B.C., W/ RTFE Seats.",,,,,,,,,,,,,,,,,,,,
2089,1,90C-F1-0075-SXX,"3/4"" 90-Series 2-Piece, Carbon Steel BV ANSI 150# Flanged, Full Port, F04 B.C., W/ STFE Seats.",,,,,,,,,,,,,,,,,,,,
2090,1,90C-F1-0075-XXX,"3/4"" 90-Series 2-Piece, Carbon Steel BV ANSI 150# Flanged, Full Port, F04 B.C., W/ RTFE Seats.",,,,,,,,,,,,,,,,,,,,
2560,1,90C-F1-0100-PXX,"1"" 90-Series 2-Piece, Carbon Steel BV ANSI 150# Flanged, Full Port, F05 B.C., W/ PTFE Seats.",,,,,,,,,,,,,,,,,,,,
2091,1,90C-F1-0100-SXX,"1"" 90-Series 2-Piece, Carbon Steel BV ANSI 150# Flanged, Full Port, F05 B.C., W/ STFE Seats.",,,,,,,,,,,,,,,,,,,,
2092,1,90C-F1-0100-XXX,"1"" 90-Series 2-Piece, Carbon Steel BV ANSI 150# Flanged, Full Port, F05 B.C., W/ RTFE Seats.",,,,,,,,,,,,,,,,,,,,
2093,1,90C-F1-0150-SXX,"1-1/2"" 90-Series 2-Piece, Carbon Steel BV ANSI 150# Flanged, Full Port, F07 B.C., W/ STFE Seats.",,,,,,,,,,,,,,,,,,,,
2094,1,90C-F1-0150-XXX,"1-1/2"" 90-Series 2-Piece, Carbon Steel BV ANSI 150# Flanged, Full Port, F07 B.C., W/ RTFE Seats.",,,,,,,,,,,,,,,,,,,,
2902,1,90C-F1-0200-SXX,"2"" 90 Series 2-Piece, Carbon Steel Ball Valve 150# Flanged, Full Port, SST Ball & Stem, STFE Seats",,,,,,,,,,,,,,,,,,,,
2095,1,90C-F1-0200-XXV-A,"2"" 90-Series 2-Piece, Carbon Steel BV ANSI 150# Flanged, Full Port, F07 B.C., W/ RTFE Seats.Vented Ball, 17-4PH Stem",,,,,,,,,,,,,,,,,,,,
2096,1,90C-F1-0200-XXX,"2"" 90-Series 2-Piece, Carbon Steel BV ANSI 150# Flanged, Full Port, F07 B.C., W/ RTFE Seats.",,,,,,,,,,,,,,,,,,,,
2097,1,90C-F1-0250-SXX,"2-1/2"" 90-Series 2-Piece, Carbon Steel BV ANSI 150# Flanged, Full Port, F07 B.C., W/ STFE Seats.",,,,,,,,,,,,,,,,,,,,
2098,1,90C-F1-0250-XXX,"2-1/2"" 90-Series 2-Piece, Carbon Steel BV ANSI 150# Flanged, Full Port, F07 B.C., W/ RTFE Seats.",,,,,,,,,,,,,,,,,,,,
2099,1,90C-F1-0300-SXX,"3"" 90-Series 2-Piece, Carbon Steel BV ANSI 150# Flanged, Full Port, F10 B.C., W/ STFE Seats.",,,,,,,,,,,,,,,,,,,,
2624,1,90C-F1-0300-TXX,"3"" 90-Series 2-Piece, Carbon Steel BV ANSI 150# Flanged, Full Port, F10 B.C., W/ TFM-1600 Seats.",,,,,,,,,,,,,,,,,,,,
2100,1,90C-F1-0300-XXX,"3"" 90-Series 2-Piece, Carbon Steel BV ANSI 150# Flanged, Full Port, F10 B.C., W/ RTFE Seats.",,,,,,,,,,,,,,,,,,,,
2101,1,90C-F1-0400-SXX,"4"" 90-Series 2-Piece, Carbon Steel BV ANSI 150# Flanged, Full Port, F10 B.C., W/ STFE Seats.",,,,,,,,,,,,,,,,,,,,
2102,1,90C-F1-0400-TXX,"4"" 90-Series 2-Piece, Carbon Steel BV ANSI 150# Flanged, Full Port, F10 B.C., W/ TFM-1600 seats.",,,,,,,,,,,,,,,,,,,,
2103,1,90C-F1-0400-XXX,"4"" 90-Series 2-Piece, Carbon Steel BV ANSI 150# Flanged, Full Port, F10 B.C., W/ RTFE Seats.",,,,,,,,,,,,,,,,,,,,
2104,1,90-F1-0050-SXX,"1/2"" 90-Series 2-Piece, 316SST BV ANSI 150# Flanged, Full Port, F04 B.C., W/ STFE Seats.",,,,,,,,,,,,,,,,,,,,
2105,1,90-F1-0050-XXX,"1/2"" 90-Series 2-Piece, 316SST BV ANSI 150# Flanged, Full Port, F04 B.C., W/ RTFE Seats.",,,,,,,,,,,,,,,,,,,,
2106,1,90-F1-0075-SXX,"3/4"" 90-Series 2-Piece, 316SST BV ANSI 150# Flanged, Full Port, F04 B.C., W/ STFE Seats.",,,,,,,,,,,,,,,,,,,,
2107,1,90-F1-0075-XXX,"3/4"" 90-Series 2-Piece, 316SST BV ANSI 150# Flanged, Full Port, F04 B.C., W/ RTFE Seats.",,,,,,,,,,,,,,,,,,,,
2575,1,90-F1-0100-PXX,"1"" 90-Series 2-Piece, 316SST BV ANSI 150# Flanged, Full Port, F05 B.C., W/ PTFE Seats.",,,,,,,,,,,,,,,,,,,,
2108,1,90-F1-0100-SXX,"1"" 90-Series 2-Piece, 316SST BV ANSI 150# Flanged, Full Port, F07 B.C., W/ STFE Seats.",,,,,,,,,,,,,,,,,,,,
2599,1,90-F1-0100-TXX,"1"" 90-Series 2-Piece, 316SST Ball Valve ANSI 150# Flanged, Full Port, F07 B.C., and TFM-1600 Seats",,,,,,,,,,,,,,,,,,,,
2109,1,90-F1-0100-XXX,"1"" 90-Series 2-Piece, 316SST BV ANSI 150# Flanged, Full Port, F05 B.C., W/ RTFE Seats.",,,,,,,,,,,,,,,,,,,,
2745,1,90-F1-0100-ZXX-A,"1"" 90-Series 2-Piece, 316SST BV ANSI 150# Flanged, Full Port, 17-4PH Stem, F07 B.C., W/ PEEK Seats.",,,,,,,,,,,,,,,,,,,,
2110,1,90-F1-0150-SXX,"1-1/2"" 90-Series 2-Piece, 316SST BV ANSI 150# Flanged, Full Port, F07 B.C., W/ STFE Seats.",,,,,,,,,,,,,,,,,,,,
2111,1,90-F1-0150-XXX,"1-1/2"" 90-Series 2-Piece, 316SST BV ANSI 150# Flanged, Full Port, F07 B.C., W/ RTFE Seats.",,,,,,,,,,,,,,,,,,,,
2112,1,90-F1-0200-SXX,"2"" 90-Series 2-Piece, 316SST BV ANSI 150# Flanged, Full Port, F07 B.C., W/ STFE Seats.",,,,,,,,,,,,,,,,,,,,
2580,1,90-F1-0200-TXX,"2"" 90-Series 2-Piece, 316SST Ball Valve ANSI 150# Flanged, Full Port, F07 B.C., W/ TFM-1600 Seats.",,,,,,,,,,,,,,,,,,,,
2113,1,90-F1-0200-XXX,"2"" 90-Series 2-Piece, 316SST BV ANSI 150# Flanged, Full Port, F07 B.C., W/ RTFE Seats.",,,,,,,,,,,,,,,,,,,,
2570,1,90-F1-0250-PXX,"2-1/2"" 90-Series 2-Piece, 316SST BV ANSI 150# Flanged, Full Port, F07 B.C., W/ PTFE Seats.",,,,,,,,,,,,,,,,,,,,
2114,1,90-F1-0250-SXX,"2-1/2"" 90-Series 2-Piece, 316SST BV ANSI 150# Flanged, Full Port, F07 B.C., W/ STFE Seats.",,,,,,,,,,,,,,,,,,,,
2115,1,90-F1-0250-XXX,"2-1/2"" 90-Series 2-Piece, 316SST BV ANSI 150# Flanged, Full Port, F07 B.C., W/ RTFE Seats.",,,,,,,,,,,,,,,,,,,,
2116,1,90-F1-0300-PXX,"3"" 90-Series 2-Piece, 316SST BV ANSI 150# Flanged, Full Port, F10 B.C., W/ PTFE Seats.",,,,,,,,,,,,,,,,,,,,
2117,1,90-F1-0300-SXX,"3"" 90-Series 2-Piece, 316SST BV ANSI 150# Flanged, Full Port, F10 B.C., W/ STFE Seats.",,,,,,,,,,,,,,,,,,,,
2118,1,90-F1-0300-SXX-A,"3"" 90-Series 2-Piece, 316SST BV ANSI 150# Flanged, Full Port, F10 B.C., W/ STFE Seats.and 17-4 STEM",,,,,,,,,,,,,,,,,,,,
2119,1,90-F1-0300-TXX,"3"" 90-Series 2-Piece, 316SST BV ANSI 150# Flanged, Full Port, F10 B.C., W/ TFM-1600 Seats.",,,,,,,,,,,,,,,,,,,,
2609,1,90-F1-0300-UXX,"3"" 90-Series 2-Piece, 316SST BV ANSI 150# Flanged, Full Port, F10 B.C., W/ UHMWE Seats.",,,,,,,,,,,,,,,,,,,,
